11,"Many opposition leaders are with @narendramodi on the #Demonetization And respect their decision,but support opposition just b'coz of party",FALSE,0,NA,11/23/2016 18:37,FALSE,NA,801494883068317000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MonishGavand,120,TRUE,FALSE,FALSE,1,NA,11/23/2016 18:37,FALSE,NA,801494974844043000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sumitbhati2002,1,FALSE,FALSE
12,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,FALSE,0,Jaggesh2,11/23/2016 18:37,FALSE,8.01482E+17,801494840018108000,1225924610,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yuvaraj_karki,0,FALSE,FALSE,FALSE,0,NA,11/23/2016 18:37,FALSE,NA,801494883068317000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MonishGavand,120,TRUE,FALSE
13,@Jaggesh2 Bharat band on 28??<ed><U+00A0><U+00BD><ed><U+00B8><U+0082>Those who  are protesting #demonetization  are all different party leaders.,FALSE,0,NA,11/23/2016 18:36,FALSE,NA,801494687345324000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PMKejri,45,TRUE,FALSE,FALSE,0,Jaggesh2,11/23/2016 18:37,FALSE,8.01482E+17,801494840018108000,1225924610,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yuvaraj_karki,0,FALSE,FALSE
14,"RT @Atheist_Krishna: The effect of #Demonetization !!. https://t.co/A8of7zh2f5",FALSE,0,NA,11/23/2016 18:36,FALSE,NA,801494679258677000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hkgupta16,50,TRUE,FALSE,FALSE,0,NA,11/23/2016 18:36,FALSE,NA,801494687345324000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PMKejri,45,TRUE,FALSE
15,RT @sona2905: When I explained #Demonetization to myself and tried to put it down in my words which are not laced with any heavy technical…,FALSE,0,NA,11/23/2016 18:35,FALSE,NA,801494366917230000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aazaadparinda,45,TRUE,FALSE,FALSE,0,NA,11/23/2016 18:36,FALSE,NA,801494679258677000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hkgupta16,50,TRUE,FALSE
16,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…,FALSE,0,NA,11/23/2016 18:35,FALSE,NA,801494276513202000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",darkdestinynme,12,TRUE,FALSE,FALSE,0,NA,11/23/2016 18:35,FALSE,NA,801494366917230000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aazaadparinda,45,TRUE,FALSE
17,"RT @roshankar: Former FinSec, RBI Dy Governor, CBDT Chair + Harvard Professor lambaste #Demonetization.If not for Aam Aadmi, listen to th…",FALSE,0,NA,11/23/2016 18:34,FALSE,NA,801494262047240000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",snoovemehrotra,95,TRUE,FALSE,FALSE,0,NA,11/23/2016 18:35,FALSE,NA,801494276513202000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",darkdestinynme,12,TRUE,FALSE
18,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization. https://t.co/9NheK63TPg",FALSE,0,NA,11/23/2016 18:34,FALSE,NA,801494094073597000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Vishwaamitra,76,TRUE,FALSE,FALSE,0,NA,11/23/2016 18:34,FALSE,NA,801494262047240000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",snoovemehrotra,95,TRUE,FALSE
19,RT @pGurus1: #Demonetization The co-operative banking sector in Kerala is as good as a tax haven. Is Kerala a Black Money HQ? https://t.co/…,FALSE,0,NA,11/23/2016 18:34,FALSE,NA,801494048892653000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PoliticalCooper,12,TRUE,FALSE,FALSE,0,NA,11/23/2016 18:34,FALSE,NA,801494094073597000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Vishwaamitra,76,TRUE,FALSE
20,"RT @roshankar: Former FinSec, RBI Dy Governor, CBDT Chair + Harvard Professor lambaste #Demonetization.If not for Aam Aadmi, listen to th…",FALSE,0,NA,11/23/2016 18:34,FALSE,NA,801494031326908000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MdShuaib7,66,TRUE,FALSE,FALSE,0,NA,11/23/2016 18:34,FALSE,NA,801494048892653000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PoliticalCooper,12,TRUE,FALSE
21,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,0,NA,11/23/2016 18:34,FALSE,NA,8.01494E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MdShuaib7,66,TRUE,FALSE,,,,,,,,,,,,,,
22,"RT @roshankar: Former FinSec, RBI Dy Governor, CBDT Chair + Harvard Professor lambaste #Demonetization.If not for Aam Aadmi, listen to th…",0,NA,11/23/2016 18:33,FALSE,NA,8.01494E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BharatParivrtan,12,TRUE,FALSE,,,,,,,,,,,,,,
23,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization. https://t.co/9NheK63TPg",0,NA,11/23/2016 18:33,FALSE,NA,8.01494E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ihavnthandle,95,TRUE,FALSE,,,,,,,,,,,,,,
24,"RT @MahikaInfra: @narendramodi@Swamy39The success of #Demonetization will depend on how swiftly govt replenish the currency.Pls avoid Ba…",0,NA,11/23/2016 18:33,FALSE,NA,8.01494E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GajjarBharatc,53,TRUE,FALSE,,,,,,,,,,,,,,
25,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,0,NA,11/23/2016 18:33,FALSE,NA,8.01494E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Rss_chaddi_waLL,66,TRUE,FALSE,,,,,,,,,,,,,,
26,"RT @roshankar: Former FinSec, RBI Dy Governor, CBDT Chair + Harvard Professor lambaste #Demonetization.If not for Aam Aadmi, listen to th…",0,NA,11/23/2016 18:33,FALSE,NA,8.01494E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mukeshrai881,12,TRUE,FALSE,,,,,,,,,,,,,,
27,"RT @kapil_kausik: #Doltiwal I mean #JaiChandKejriwal is ""hurt"" by #Demonetization as the same has rendered USELESS <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""acquired funds"" No wo…",0,NA,11/23/2016 18:32,FALSE,NA,8.01494E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mrx565,20,TRUE,FALSE,,,,,,,,,,,,,,
28,"RT @roshankar: Former FinSec, RBI Dy Governor, CBDT Chair + Harvard Professor lambaste #Demonetization.If not for Aam Aadmi, listen to th…",0,NA,11/23/2016 18:32,FALSE,NA,8.01494E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",iMirzaG,12,TRUE,FALSE,,,,,,,,,,,,,,
29,"RT @kapil_kausik: #Doltiwal I mean #JaiChandKejriwal is ""hurt"" by #Demonetization as the same has rendered USELESS <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""acquired funds"" No wo…",0,NA,11/23/2016 18:32,FALSE,NA,8.01494E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PontiFukEx,20,TRUE,FALSE,,,,,,,,,,,,,,
30,RT @AAPVind: #Demonetization Is Disaster!  @naam_pk,0,NA,11/23/2016 18:31,FALSE,NA,8.01493E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",sehgal_indian,7,TRUE,FALSE,,,,,,,,,,,,,,
31,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,0,NA,11/23/2016 18:31,FALSE,NA,8.01493E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BoscoUnchained,66,TRUE,FALSE,,,,,,,,,,,,,,
32,"RT @Gadgets360: After the #demonetization, searches about #NarendraModi's app are trending on app stores https://t.co/ZetKRqqClX",0,NA,11/23/2016 18:31,FALSE,NA,8.01493E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meghnabasu2,11,TRUE,FALSE,,,,,,,,,,,,,,
33,"RT @_avenu: Teacher: is there anybody who is absent today?(No response )Teacher says 100% attendance #Demonetization #App #survey@DonMu…",0,NA,11/23/2016 18:31,FALSE,NA,8.01493E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",trollabhakt,6,TRUE,FALSE,,,,,,,,,,,,,,
34,"RT @DrGPradhan: 8This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",0,NA,11/23/2016 18:31,FALSE,NA,8.01493E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",manni_1986,76,TRUE,FALSE,,,,,,,,,,,,,,
35,RT @mayankjain100: #demonetization is Communal and Black Money is Secular...,0,NA,11/23/2016 18:30,FALSE,NA,8.01493E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",GHOSTBUSTOR,1,TRUE,FALSE,,,,,,,,,,,,,,
36,LOL. #Demonetization Effect. https://t.co/aA5lfy9ALG,0,NA,11/23/2016 18:28,FALSE,NA,8.01493E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sradeep_d,0,FALSE,FALSE,,,,,,,,,,,,,,
37,"RT @kapil_kausik: #Doltiwal I mean #JaiChandKejriwal is ""hurt"" by #Demonetization as the same has rendered USELESS <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""acquired funds"" No wo…",0,NA,11/23/2016 18:27,FALSE,NA,8.01492E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kvQuote,20,TRUE,FALSE,,,,,,,,,,,,,,
38,RT roshankar: Harvard's Larry Summers calls #Demonetization as poor policy with disproportionate negative impact o… https://t.co/TPYJgXFBY8,0,NA,11/23/2016 18:27,FALSE,NA,8.01492E+17,NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",AnandMiishra,0,FALSE,FALSE,,,,,,,,,,,,,,
39,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization. https://t.co/9NheK63TPg",0,NA,11/23/2016 18:26,FALSE,NA,8.01492E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CineMaakiKasam,95,TRUE,FALSE,,,,,,,,,,,,,,
40,@arunjaitley @narendramodi Lrnd frm a frnd-Banks r asking employees to comeback 2sales &amp; BAU Operations #Demonetization,0,arunjaitley,11/23/2016 18:26,FALSE,NA,8.01492E+17,2183816041,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",navsinfosec,0,FALSE,FALSE,,,,,,,,,,,,,,
41,RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…,0,NA,11/23/2016 18:26,FALSE,NA,8.01492E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RN_BJP,41,TRUE,FALSE,,,,,,,,,,,,,,
42,"RT @roshankar: Harvard's Larry Summers calls #Demonetization as poor policy with disproportionate negative impact on poor/trade.https://t…",0,NA,11/23/2016 18:26,FALSE,NA,8.01492E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mukeshrai881,9,TRUE,FALSE,,,,,,,,,,,,,,
43,"RT @DrGPradhan: 8This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",0,NA,11/23/2016 18:25,FALSE,NA,8.01492E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",prateek1013,76,TRUE,FALSE,,,,,,,,,,,,,,
44,@dineshgrao you have 12.5 k followers yet you are not getting enough likes for your tweets against #demonetization. You need to introspect.,0,dineshgrao,11/23/2016 18:25,FALSE,NA,8.01492E+17,347102273,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ShankareGowdaM,0,FALSE,FALSE,,,,,,,,,,,,,,
45,"#DeMonetization Effect : Visa, Master Card, Amex all Accepted :) https://t.co/ozDwcPKjaI",0,NA,11/23/2016 18:25,FALSE,NA,8.01492E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",zailetblog,0,FALSE,FALSE,,,,,,,,,,,,,,
46,"RT @DrGPradhan: 8This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",0,NA,11/23/2016 18:24,FALSE,NA,8.01492E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",draksbond,76,TRUE,FALSE,,,,,,,,,,,,,,
47,"RT @harshkkapoor: #DeMonetization survey results after 24 hours5Lacs opinionsAmazing response&amp; Commitment in fight against Blackmoney@na…",0,NA,11/23/2016 18:24,FALSE,NA,8.01492E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kmvatreni1,59,TRUE,FALSE,,,,,,,,,,,,,,
48,"RT @roshankar: Former FinSec, RBI Dy Governor, CBDT Chair + Harvard Professor lambaste #Demonetization.If not for Aam Aadmi, listen to th…",0,NA,11/23/2016 18:24,FALSE,NA,8.01492E+17,NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",PramodKr7227,12,TRUE,FALSE,,,,,,,,,,,,,,
49,RT @rohanmlw: #demonetization eye opener video bt i doubt as few jurnos don't want2 hear +ve of @narendramodi @sardesairajdeep @ravishndtv…,0,NA,11/23/2016 18:24,FALSE,NA,8.01492E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",neelmani1980,4,TRUE,FALSE,,,,,,,,,,,,,,
50,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…,0,NA,11/23/2016 18:24,FALSE,NA,8.01492E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",smsivanesan,30,TRUE,FALSE,,,,,,,,,,,,,,
51,RT @nmleo1: Is #ModiSarkar 's #achedin campaign on #demonetization a #goebbelsian #masterstroke that turns blind eye to #GroundZero shocks?…,0,NA,11/23/2016 18:24,FALSE,NA,8.01492E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JOYEEE990,1,TRUE,FALSE,,,,,,,,,,,,,,
52,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…,0,NA,11/23/2016 18:24,FALSE,NA,8.01492E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",n2r3ndr2,30,TRUE,FALSE,,,,,,,,,,,,,,
53,"RT @DrGPradhan: 8This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",0,NA,11/23/2016 18:24,FALSE,NA,8.01492E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aakuraj,76,TRUE,FALSE,,,,,,,,,,,,,,
54,#demonetization is Communal and Black Money is Secular...,0,NA,11/23/2016 18:23,FALSE,NA,8.01491E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mayankjain100,1,FALSE,FALSE,,,,,,,,,,,,,,
55,"RT @kapil_kausik: #Doltiwal I mean #JaiChandKejriwal is ""hurt"" by #Demonetization as the same has rendered USELESS <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""acquired funds"" No wo…",0,NA,11/23/2016 18:23,FALSE,NA,8.01491E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ceradevcera,20,TRUE,FALSE,,,,,,,,,,,,,,
56,RT @nmleo1: @MinhazMerchant #demonetization hardly affects tax dodgers &amp; #NETAS who excel in #CashlessCorruption &amp; have multiplied bad weal…,0,NA,11/23/2016 18:23,FALSE,NA,8.01491E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JOYEEE990,1,TRUE,FALSE,,,,,,,,,,,,,,
57,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization. https://t.co/9NheK63TPg",0,NA,11/23/2016 18:23,FALSE,NA,8.01491E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",twety_swety,95,TRUE,FALSE,,,,,,,,,,,,,,
58,"Section 144 issued by District Magistrate, #Indore prohibiting #socialmedia posts on #demonetization, Why??#citizen https://t.co/5Tn7aNBTsi",0,NA,11/23/2016 18:23,FALSE,NA,8.01491E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ESchool_India,0,FALSE,FALSE,,,,,,,,,,,,,,
59,RT @pGurus1: CPI-M opposes Co-op Banks in West Bengal but supports them in Kerala! Y Pawar U-turned on #Demonetization https://t.co/ThzaV7r…,0,NA,11/23/2016 18:22,FALSE,NA,8.01491E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",InnovativeHindu,29,TRUE,FALSE,,,,,,,,,,,,,,
60,RT roshankar: Harvard's Larry Summers calls #Demonetization as poor policy with disproportionate negative impact o… https://t.co/vCWWjxu0wb,0,NA,11/23/2016 18:22,FALSE,NA,8.01491E+17,NA,"<a href=""http://linkis.com"" rel=""nofollow"">Put your button on any page! </a>",pratyushmayank,0,FALSE,FALSE,,,,,,,,,,,,,,
61,"RT @ZeeNewsSports: #Demonetization: @harbhajan_singh gives hilarious 'shagun' suggestion to those struggling with wedding seasonhttps://t…",0,NA,11/23/2016 18:22,FALSE,NA,8.01491E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",monojsaha6,15,TRUE,FALSE,,,,,,,,,,,,,,
62,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,0,NA,11/23/2016 18:22,FALSE,NA,8.01491E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NV_Handle,637,TRUE,FALSE,,,,,,,,,,,,,,
63,"RT @pGurus1: #Demonetization The time has come to put MUDRA into action, writes Prof. R Vaidyanathan - https://t.co/P6HkkDVa3b @upma23 @UnS…",0,NA,11/23/2016 18:22,FALSE,NA,8.01491E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",InnovativeHindu,30,TRUE,FALSE,,,,,,,,,,,,,,
64,"RT @pGurus1: #Demonetization move of Modi; Who is supporting it, who is opposing it and why? A complete coverage of all parties - https://t…",0,NA,11/23/2016 18:22,FALSE,NA,8.01491E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",InnovativeHindu,19,TRUE,FALSE,,,,,,,,,,,,,,
65,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,0,NA,11/23/2016 18:21,FALSE,NA,8.01491E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minoritygender,120,TRUE,FALSE,,,,,,,,,,,,,,
66,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 80-86% people back demonetization: C-voter su…",0,NA,11/23/2016 18:20,FALSE,NA,8.01491E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BsBaban,270,TRUE,FALSE,,,,,,,,,,,,,,
67,"Effects of sluggish economy, negative IIP, #Demonetization ! Does the Great Leader even bother except continued dra… https://t.co/DuvbMtEi1Y",0,NA,11/23/2016 18:19,TRUE,NA,8.0149E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sventure007,0,FALSE,FALSE,,,,,,,,,,,,,,
68,RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…,0,NA,11/23/2016 18:19,FALSE,NA,8.0149E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",US70707,41,TRUE,FALSE,,,,,,,,,,,,,,
69,RT roshankar: Harvard's Larry Summers calls #Demonetization as poor policy with disproportionate negative impact o… https://t.co/5J6jZXbY81,0,NA,11/23/2016 18:19,FALSE,NA,8.0149E+17,NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",UnRealMohit,0,FALSE,FALSE,,,,,,,,,,,,,,
70,"RT @DrGPradhan: 8This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",0,NA,11/23/2016 18:19,FALSE,NA,8.0149E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",vtushar1960,76,TRUE,FALSE,,,,,,,,,,,,,,
71,"RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…",0,NA,11/23/2016 18:19,FALSE,NA,8.0149E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HRajshri,1868,TRUE,FALSE,,,,,,,,,,,,,,
